gene,dNdS,Interacting?,Pval
NEK10,0.1131952,Interacting,0.5652542
NEK11,0.4654638,Interacting,0.000265104
NEK2,0.2811317,Interacting,1
NEK3,0.3429592,Interacting,0.1310169
NEK4,1.495118,Interacting,5.01E-12
NEK5,0.6336774,Interacting,2.78E-06
NEK6,0.02355732,Interacting,1
NEK7,0.004031532,Interacting,1
NEK8,0.06798557,Interacting,0.9816329
NEK9,0.06878247,Interacting,0.9743477
NELFB,0.06309208,Non-interacting,0.2508391
NELFCD,0.05928934,Non-interacting,1
NELFE,0.1215411,Non-interacting,1
NELL1,0.1096228,Non-interacting,0.1696909
NELL2,0.0711835,Non-interacting,0.1940088
NEMF,0.1497909,Non-interacting,1
NEMP1,0.403455,Non-interacting,0.00006
NEMP2,0.5028903,Non-interacting,1
NENF,0.2314083,Non-interacting,0.1144828
NEO1,0.1024747,Interacting,0.9467424
NEPRO,0.735522,Non-interacting,7.87E-07
NES,0.6540433,Non-interacting,0.000283397
NET1,0.0693156,Non-interacting,0.1074271
NETO1,0.05474187,Non-interacting,0.1267528
NETO2,0.129834,Non-interacting,1
NEU1,0.2025952,Non-interacting,0.385197
NEU2,0.2358391,Non-interacting,0.3827802
NEU3,0.4243391,Non-interacting,0.3929201
NEU4,0.1789631,Non-interacting,0.07710877
NEURL1,0.02319854,Non-interacting,0.1879821
NEURL1B,0.0775146,Interacting,1
NEURL2,0.1407158,Non-interacting,1
NEURL3,0.2254226,Non-interacting,0.002190714
NEURL4,0.08206338,Non-interacting,1
NEUROD1,0.01836236,Non-interacting,1
NEUROD2,0.03328152,Non-interacting,1
NEUROD4,0.1113976,Non-interacting,1
NEUROD6,0.01506509,Non-interacting,1
NEUROG1,0.1639286,Non-interacting,0.001019298
NEUROG2,0.09941762,Non-interacting,0.2945402
NEUROG3,0.1967972,Non-interacting,0.1342801
NF1,0.03449148,Non-interacting,1
NF2,0.0385569,Interacting,1
NFAM1,0.5661376,Interacting,0.004088941
NFASC,0.06698505,Interacting,1
NFAT5,0.1274338,Interacting,0.06582116
NFATC1,0.1136535,Interacting,0.02445177
NFATC2IP,0.3320406,Interacting,0.2013231
NFATC3,0.257695,Interacting,0.06170554
NFE2,0.3915257,Non-interacting,0.4020743
NFE2L1,0.06887776,Non-interacting,0.7837651
NFE2L2,0.2594017,Non-interacting,0.03575897
NFIA,0.2415219,Non-interacting,1.48E-05
NFIB,0.07409786,Non-interacting,0.004888571
NFIC,0.02892525,Non-interacting,0.4844345
NFIL3,0.1252684,Non-interacting,0.2625438
NFIX,0.1872895,Non-interacting,0.000963391
NFKB1,0.186943,Interacting,0.01502372
NFKB2,0.1121911,Interacting,1
NFKBIA,0.08036977,Interacting,1
NFKBIB,0.1658481,Interacting,1
NFKBID,0.1457821,Interacting,0.9988716
NFKBIE,0.5842193,Interacting,1.06E-08
NFKBIL1,0.2368777,Interacting,0.005446112
NFKBIZ,0.3096648,Interacting,0.1041064
NFRKB,0.08887119,Non-interacting,0.1942484
NFS1,0.3044123,Non-interacting,0.005529712
NFU1,0.417856,Non-interacting,0.3647852
NFX1,0.2548129,Non-interacting,1
NFXL1,0.1710011,Non-interacting,0.02152279
NFYA,0.06233621,Non-interacting,0.7835916
NFYB,0.02845146,Interacting,0.2191199
NFYC,0.2875542,Interacting,0.8841541
NGB,0.08203974,Non-interacting,1
NGDN,0.2086984,Non-interacting,0.1865086
NGEF,0.1513103,Interacting,0.008666656
NGF,0.1246725,Interacting,0.3385617
NGFR,0.06474755,Interacting,1
NGRN,0.6088054,Non-interacting,0.2776807
NHEJ1,0.555391,Non-interacting,1.25E-05
NHLH1,0.0241203,Non-interacting,1
NHLH2,0.01036842,Non-interacting,1
NHLRC1,0.138895,Non-interacting,1
NHLRC2,0.194686,Non-interacting,0.2144553
NHLRC3,0.1613097,Non-interacting,0.5843995
NHLRC4,0.3184513,Interacting,0.05694029
NHP2,0.1536567,Non-interacting,0.4340125
NHS,0.1949265,Non-interacting,8.75E-11
NHSL1,0.2813562,Non-interacting,0.5636873
NHSL2,0.2858555,Non-interacting,0.5578216
NICN1,0.1481925,Non-interacting,0.08891567
NID1,0.15413,Interacting,1
NID2,0.2903816,Interacting,1
NIM1K,0.1016911,Interacting,1
NIN,0.3344838,Non-interacting,0.009062562
NINJ1,0.04224183,Non-interacting,1
NINJ2,0.2542275,Non-interacting,0.499569
NINL,0.4991123,Non-interacting,7.54E-06
NIPA1,0.02029412,Non-interacting,0.3521301
NIPA2,0.2288323,Non-interacting,0.003728303
NIPAL1,0.1934282,Non-interacting,0.1587553
NIPAL2,0.3422559,Non-interacting,0.5972116
NIPAL3,0.06918408,Non-interacting,1
NIPAL4,0.1944418,Non-interacting,0.06222212
NIPBL,0.08118542,Non-interacting,0.5088448
NIPSNAP1,0.1015387,Non-interacting,1
NIPSNAP2,0.09357255,Non-interacting,0.6830165
NIPSNAP3A,0.2026373,Non-interacting,1
NIPSNAP3B,0.2675772,Non-interacting,1
NISCH,0.09803065,Non-interacting,0.02649217
NIT1,0.2511748,Non-interacting,1
NIT2,0.593942,Non-interacting,1.50E-05
NKAIN1,0.1472435,Non-interacting,2.97E-07
NKAIN2,0.1721141,Non-interacting,0.00111771
NKAIN3,0.05886792,Non-interacting,1.82E-07
NKAIN4,0.4526779,Non-interacting,0.6217096
NKAP,0.1903942,Non-interacting,1
NKAPL,0.4793557,Non-interacting,0.04440003
NKD1,0.1295654,Non-interacting,0.4293031
NKD2,0.2012803,Non-interacting,0.003805888
NKG7,0.7597885,Non-interacting,1.83E-07
NKIRAS1,0.02661497,Interacting,1
NKIRAS2,0.005103704,Interacting,0.5477065
NKPD1,0.1132811,Non-interacting,0.4735329
NKRF,0.1020227,Interacting,0.697553
NKTR,0.2543951,Interacting,0.003470227
NKX1-2,0.1665423,Non-interacting,0.9795664
NKX2-2,0.01281685,Interacting,1
NKX2-5,0.06423457,Interacting,1
NKX2-6,0.2412535,Interacting,0.3662072
NKX3-1,0.2475152,Interacting,0.8233036
NKX3-2,0.1297697,Non-interacting,0.1187403
NKX6-1,0.2264754,Interacting,3.71E-05
NKX6-3,0.1502105,Interacting,0.2552567
NLE1,0.1409142,Non-interacting,0.01251067
NLGN1,0.01009211,Non-interacting,0.8311202
NLGN2,0.02463274,Non-interacting,0.008814004
NLGN3,0.01812545,Non-interacting,1
NLGN4X,0.00844542,Non-interacting,1
NLGN4Y,0.01722459,Non-interacting,1
NLN,0.206379,Non-interacting,0.000121823
NLRC3,0.1645216,Non-interacting,0.002510076
NLRC4,0.257304,Non-interacting,0.002003066
NLRC5,0.4175818,Non-interacting,5.05E-05
NLRP10,0.5845063,Non-interacting,0.000974323
NLRP11,0.6930379,Non-interacting,1.91E-07
NLRP12,0.2291489,Non-interacting,1
NLRP13,0.6596829,Non-interacting,0.000873533
NLRP14,0.5504739,Non-interacting,0.000117147
NLRP3,0.1680607,Interacting,4.05E-05
NLRP5,0.4129192,Non-interacting,0.06160469
NLRP8,0.6231534,Interacting,2.62E-05
NLRP9,0.6367153,Non-interacting,5.93E-05
NLRX1,0.1826828,Non-interacting,0.07736128
NMB,0.6382143,Non-interacting,0.3682119
NMBR,0.3325271,Non-interacting,0.000879445
NMD3,0.3119781,Non-interacting,7.92E-13
NME3,0.0434183,Non-interacting,1
NME4,0.1040764,Non-interacting,1
NME5,0.135234,Non-interacting,0.2463013
NME6,0.1637433,Interacting,0.6996963
NME7,0.1268386,Interacting,1
NME8,0.6734822,Interacting,2.33E-10
NMES1,0.539759,Non-interacting,1
NMI,0.4650679,Interacting,0.009035755
NMNAT1,0.3083821,Non-interacting,0.004436536
NMNAT2,0.05780427,Non-interacting,1
NMRAL1,0.1860424,Interacting,0.3094279
NMRK1,0.4250372,Interacting,0.001279436
NMRK2,0.1829367,Non-interacting,0.003479441
NMS,0.5786067,Non-interacting,0.6363859
NMT2,0.08007375,Non-interacting,0.1099558
NMU,0.6190173,Non-interacting,0.03725203
NMUR1,0.2493082,Non-interacting,0.00050469
NMUR2,0.3350856,Non-interacting,7.69E-06
NNAT,0.0487284,Non-interacting,0.1885752
NNMT,0.1578333,Non-interacting,0.5972628
NNT,0.1299245,Non-interacting,0.4926506
NOA1,0.4264337,Non-interacting,0.6966617
NOB1,0.1782798,Non-interacting,0.9269663
NOC2L,0.1812453,Non-interacting,1
NOC3L,0.1944725,Non-interacting,0.3179172
NOC4L,0.1084843,Non-interacting,0.1308207
NOCT,0.09826636,Non-interacting,1
NOD1,0.1524825,Non-interacting,1
NOD2,0.2317517,Non-interacting,0.7698576
NODAL,0.2248728,Non-interacting,0.03158713
NOG,0.009118812,Non-interacting,1
NOL10,0.09024826,Non-interacting,1
NOL11,0.2925097,Non-interacting,0.7894158
NOL12,0.2538028,Non-interacting,0.006192504
NOL3,0.2956097,Non-interacting,0.02294392
NOL4,0.05952582,Non-interacting,1
NOL4L,0.09448427,Non-interacting,0.02601247
NOL6,0.2294651,Non-interacting,0.2415935
NOL7,0.1426187,Non-interacting,0.6341477
NOL9,0.3926441,Non-interacting,0.0975918
NOLC1,0.4634374,Non-interacting,0.06059617
NOM1,0.2854314,Non-interacting,0.806692
NOMO1,0.1291509,Non-interacting,0.8030395
NOMO2,0.130596,Non-interacting,0.776227
NOMO3,0.1296364,Non-interacting,0.7777533
NOP14,0.2258636,Non-interacting,0.01031658
NOP16,0.7347585,Non-interacting,6.93E-20
NOP2,0.3616642,Non-interacting,0.005290178
NOP53,0.1876527,Non-interacting,0.01432836
NOP56,0.1664503,Non-interacting,0.01742164
NOP58,0.05861626,Non-interacting,0.08765807
NOP9,0.1080168,Non-interacting,0.4927398
NOS1AP,0.4641667,Non-interacting,5.65E-33
NOS3,0.2067234,Non-interacting,0.696861
NOSIP,0.02169767,Non-interacting,1
NOSTRIN,0.2439427,Interacting,0.00167176
NOTCH1,0.03949609,Interacting,0.3603406
NOTCH2,0.09316728,Interacting,0.377299
NOTCH2NL,0.2391822,Non-interacting,1
NOTCH3,0.08754569,Interacting,0.000383702
NOTCH4,0.2821184,Interacting,0.001069327
NOTO,0.473936,Non-interacting,0.1693671
NOTUM,0.04519722,Non-interacting,1
NOVA1,0.07862327,Non-interacting,0.9336554
NOVA2,0.1171574,Interacting,1
NOX1,0.3207847,Non-interacting,0.002398827
NOX3,0.2585011,Non-interacting,0.114676
NOX4,0.1974605,Non-interacting,1
NOX5,0.269692,Non-interacting,0.004419991
NOXA1,0.3581734,Interacting,0.5214148
NOXO1,0.2662527,Interacting,0.5480889
NOXRED1,0.80665,Non-interacting,0.003747078
NPAP1,0.8792042,Non-interacting,0.2596545
NPAS1,0.09296447,Interacting,1
NPAS2,0.1640196,Non-interacting,1
NPAS3,0.04912357,Non-interacting,0.7154399
NPAS4,0.08416599,Non-interacting,1
NPAT,0.3091982,Non-interacting,0.1162012
NPB,0.3076423,Non-interacting,0.01803504
NPBWR1,0.07010625,Non-interacting,1
NPBWR2,0.148509,Non-interacting,0.5426622
NPC1,0.164004,Non-interacting,1
NPC1L1,0.2068461,Non-interacting,0.1463447
NPC2,0.49,Non-interacting,0.008735451
NPDC1,0.3978994,Non-interacting,9.56E-19
NPEPL1,0.04229344,Non-interacting,0.1477019
NPEPPS,0.0835876,Non-interacting,0.08221963
NPFF,1.149071,Non-interacting,0.000647448
NPFFR1,0.2400862,Non-interacting,4.72E-07
NPFFR2,0.2939822,Interacting,1
NPHP1,0.3059628,Interacting,0.004987074
NPHP3,0.1566042,Interacting,0.04880005
NPHP4,0.2357183,Non-interacting,0.08799837
NPHS2,0.2480483,Non-interacting,1
NPIPA1,1.299157,Non-interacting,0.02288618
NPIPA2,1.323486,Non-interacting,0.01211028
NPIPA3,1.305286,Non-interacting,0.02188347
NPIPA5,1.345216,Non-interacting,0.002092877
NPIPA7,1.302389,Non-interacting,0.00171721
NPL,0.1450717,Non-interacting,1
NPLOC4,0.1398835,Interacting,1
NPM2,0.6346009,Non-interacting,1.61E-05
NPM3,0.3150113,Non-interacting,1
NPPA,0.2126957,Non-interacting,0.5608087
NPPB,0.5125954,Non-interacting,1
NPPC,0.1978525,Non-interacting,1
NPR1,0.09085217,Interacting,1
NPR2,0.06745041,Interacting,0.002952894
NPR3,0.1166673,Non-interacting,0.01574313
NPRL2,0.03583884,Non-interacting,0.2717242
NPRL3,0.07328624,Non-interacting,1
NPS,0.5236854,Non-interacting,0.1163304
NPSR1,0.2594439,Non-interacting,1
NPTN,0.111163,Interacting,0.5574172
NPTX1,0.08463185,Non-interacting,1
NPTX2,0.04028664,Non-interacting,1
NPTXR,0.130388,Non-interacting,1
NPVF,0.5442165,Non-interacting,0.1143276
NPW,0.7025644,Non-interacting,0.008379469
NPY1R,0.06590365,Interacting,1
NPY2R,0.06158005,Non-interacting,1
NPY4R,0.1796686,Non-interacting,0.000539516
NPY5R,0.1063198,Non-interacting,0.08086611
NQO1,0.2500812,Non-interacting,0.006542586
NQO2,0.2352368,Non-interacting,1
NR0B2,0.2332646,Interacting,0.08648363
NR1D1,0.1010491,Non-interacting,0.08908192
NR1D2,0.05639364,Non-interacting,1
NR1H3,0.1490329,Interacting,0.9179668
NR2C2AP,0.2184788,Non-interacting,1
NR2E1,0.02651596,Non-interacting,1
NR2E3,0.08079115,Non-interacting,0.133854
NR2F2,0.2222103,Non-interacting,0.000388271
NR4A3,0.09598878,Interacting,1
NR5A2,0.03549907,Non-interacting,1
NRAC,0.5560063,Non-interacting,3.43E-06
NRAP,0.1404208,Non-interacting,0.1695262
NRARP,0.004114035,Interacting,1
NRBP1,0.03481903,Interacting,0.02139069
NRBP2,0.066982,Interacting,0.08963747
NRCAM,0.1336447,Interacting,0.02232413
NRDC,0.1591894,Non-interacting,0.009976723
NRDE2,0.2040482,Non-interacting,0.3748487
NREP,0.5942609,Non-interacting,0.2752727
NRF1,0.06887792,Non-interacting,0.7450728
NRG1,0.2188239,Interacting,0.000124863
NRG2,0.0556181,Interacting,1
NRG3,0.2865331,Non-interacting,1
NRG4,0.3716667,Non-interacting,0.4361927
NRGN,0.0967973,Non-interacting,0.6239433
NRIP1,0.2129255,Non-interacting,1
NRIP3,0.2187625,Non-interacting,0.04886677
NRK,0.417895,Interacting,1.26E-08
NRL,0.148009,Interacting,0.5186927
NRN1,0.3651298,Non-interacting,2.11E-05
NRN1L,0.4787378,Non-interacting,0.2366174
NRP1,0.1101266,Interacting,0.1745637
NRP2,0.1474762,Interacting,0.3132678
NRROS,0.2178076,Non-interacting,0.005019393
NRSN1,0.1075787,Non-interacting,1
NRSN2,0.2912131,Non-interacting,0.01113286
NRTN,0.07478443,Non-interacting,1
NSA2,0.1361772,Non-interacting,1
NSD1,0.2550119,Non-interacting,0.06259416
NSDHL,0.2177873,Interacting,0.3525744
NSF,0.1016206,Interacting,0.01445644
NSG1,0.05176882,Non-interacting,1
NSG2,0.01552907,Non-interacting,1
NSL1,0.385605,Non-interacting,0.5152483
NSMAF,0.144923,Non-interacting,0.8345585
NSMCE1,0.1868383,Non-interacting,1
NSMCE3,0.2370845,Non-interacting,1
NSMCE4A,0.3277577,Non-interacting,0.8604324
NSMF,0.07172401,Non-interacting,0.1017748
NSRP1,0.3488718,Non-interacting,0.38726
NSUN2,0.1279709,Non-interacting,1
NSUN3,0.2969671,Non-interacting,0.06081074
NSUN4,0.2927601,Non-interacting,1
NSUN5,0.225837,Non-interacting,0.03722832
NSUN6,0.1955303,Non-interacting,0.8389676
NSUN7,0.3309804,Non-interacting,0.02749303
NT5C,0.134599,Non-interacting,0.0412509
NT5C1A,0.1338277,Non-interacting,0.2350083
NT5C1B,0.4254777,Non-interacting,0.7536106
NT5C3A,0.1652343,Non-interacting,1
NT5C3B,0.08414676,Non-interacting,1
NT5DC1,0.1766333,Non-interacting,0.0546271
NT5DC2,0.0566039,Non-interacting,0.001348041
NT5DC3,0.09303676,Non-interacting,1
NT5DC4,0.4205136,Non-interacting,0.01625025
NT5E,0.1396255,Non-interacting,1
NT5M,0.2539412,Non-interacting,0.0778598
NTF3,0.07743191,Non-interacting,0.4607459
NTF4,0.2704364,Non-interacting,0.1616436
NTHL1,0.1891827,Non-interacting,0.0595583
NTM,0.03566777,Interacting,1
NTMT1,0.06155769,Non-interacting,0.6306754
NTN1,0.02938007,Non-interacting,0.3471188
NTN3,0.1314403,Non-interacting,0.000655382
NTN4,0.2203506,Non-interacting,1
NTN5,0.3126004,Non-interacting,1
NTNG1,0.1776338,Non-interacting,0.001903415
NTNG2,0.01876226,Non-interacting,1
NTPCR,0.2054464,Non-interacting,1
NTRK1,0.1085942,Interacting,0.003454911
NTRK2,0.1127157,Interacting,0.01126045
NTRK3,0.04857738,Interacting,0.05789494
NTS,0.2966284,Non-interacting,1
NTSR1,0.05523647,Interacting,1
NUAK1,0.06940364,Interacting,1
NUAK2,0.1666117,Interacting,0.1552604
NUB1,0.1761104,Interacting,0.8891011
NUBP1,0.08933904,Non-interacting,0.7565315
NUBP2,0.09258519,Non-interacting,0.1726975
NUBPL,0.2323899,Non-interacting,0.3762289
NUCB1,0.1364048,Non-interacting,1
NUCB2,0.1769476,Non-interacting,1
NUCKS1,0.5073527,Non-interacting,0.00184752
NUDCD1,0.2583282,Non-interacting,0.03344957
NUDCD2,0.02941739,Non-interacting,1
NUDCD3,0.1663333,Non-interacting,0.000696713
NUDT1,0.1652166,Interacting,1
NUDT12,0.1514255,Interacting,0.1337884
NUDT13,0.4256047,Interacting,0.3151147
NUDT16L1,0.03419811,Interacting,0.3435761
NUDT17,0.5284067,Interacting,0.5027902
NUDT18,0.2094043,Interacting,0.6736519
NUDT19,0.3462161,Non-interacting,0.001191459
NUDT22,0.2274861,Non-interacting,0.5504151
NUDT3,0.04252593,Interacting,1
NUDT4,0.05136464,Interacting,1
NUDT5,0.1099631,Interacting,0.6901694
NUDT6,0.2600068,Interacting,1
NUDT7,0.4563319,Non-interacting,0.05147022
NUDT8,4.711626,Interacting,0.03517038
NUDT9,0.1979602,Non-interacting,0.1404389
NUF2,0.2675634,Non-interacting,0.7492196
NUFIP1,0.4282652,Non-interacting,1
NUFIP2,0.1803712,Non-interacting,0.589684
NUGGC,0.3599783,Non-interacting,3.46E-10
NUMB,0.1769539,Non-interacting,0.1802662
NUMBL,0.1769585,Non-interacting,1
NUP107,0.1159361,Non-interacting,0.7995169
NUP133,0.2240502,Non-interacting,0.4740776
NUP155,0.1050949,Non-interacting,0.4595239
NUP160,0.1777719,Non-interacting,0.1176966
NUP205,0.1161497,Non-interacting,1
NUP210,0.1986757,Non-interacting,1.27E-05
NUP210L,0.4460201,Non-interacting,0.000122919
NUP37,0.2218983,Non-interacting,0.2523454
NUP43,0.1342132,Non-interacting,1
NUP54,0.09065422,Non-interacting,0.5426404
NUP58,0.1137263,Non-interacting,1
NUP62,0.1787253,Non-interacting,0.4317803
NUP62CL,1.048591,Non-interacting,0.001783315
NUP85,0.2320992,Non-interacting,1
NUP88,0.1973919,Non-interacting,0.03722666
NUP93,0.05719873,Non-interacting,5.61E-05
NUP98,0.1803941,Non-interacting,0.1442724
NUPL2,0.3446156,Non-interacting,0.412731
NUPR1,0.4254184,Non-interacting,0.06561221
NUPR2,0.320567,Non-interacting,0.4706234
NUSAP1,0.7568529,Non-interacting,0.02348031
NUTF2,0.04518478,Non-interacting,1
NUTM1,0.7733045,Non-interacting,2.81E-08
NWD1,0.2343811,Non-interacting,1
NWD2,0.06121927,Non-interacting,1
NXF1,0.08031219,Interacting,1
NXF5,0.9552819,Non-interacting,0.001363906
NXNL1,0.05147264,Non-interacting,0.5630131
NXNL2,0.2033786,Non-interacting,1
NXPE1,0.4843424,Non-interacting,0.002651893
NXPE2,0.3811031,Non-interacting,1
NXPE3,0.1654307,Non-interacting,1
NXPH1,0.02518898,Non-interacting,1
NXPH2,0.188072,Non-interacting,0.001824374
NXPH3,0.2147167,Non-interacting,4.06E-05
NXPH4,0.1004628,Non-interacting,0.8597549
NXT1,0.05002158,Non-interacting,1
NYAP1,0.1545808,Non-interacting,0.3988608
NYAP2,0.1372163,Non-interacting,1
NYX,0.1142542,Non-interacting,0.2303702
OAF,0.2530333,Non-interacting,2.93E-06
OAS1,0.8531572,Non-interacting,1.06E-13
OAS2,0.7072038,Non-interacting,8.30E-15
OAS3,0.346223,Non-interacting,0.000327
OASL,0.4489551,Interacting,0.001867597
OAT,0.08521944,Non-interacting,1
OAZ1,0.1149956,Non-interacting,0.06462661
OAZ2,0.1978187,Non-interacting,0.2291184
OAZ3,0.3095641,Non-interacting,0.1747287
OBSCN,0.187412,Interacting,8.28E-10
OBSCN-AS1,0.8507442,Non-interacting,0.02206171
OBSL1,0.1381161,Interacting,0.008087687
OC90,0.440903,Interacting,0.1307552
OCA2,0.245903,Non-interacting,0.4622364
OCC1,0.2682295,Non-interacting,0.008123608
OCEL1,0.5616122,Non-interacting,9.32E-05
OCIAD1,0.242449,Non-interacting,1
OCIAD2,0.2207922,Non-interacting,1
OCLN,0.1800192,Interacting,0.6911103
OCM,0.1115775,Non-interacting,0.5269942
OCRL,0.1321029,Non-interacting,0.6684964
OCSTAMP,0.4296673,Non-interacting,0.000366743
ODAM,0.5624559,Non-interacting,0.6343379
ODF1,0.058232,Non-interacting,1
ODF2,0.1010704,Non-interacting,0.000588492
ODF2L,0.5494046,Non-interacting,0.000327108
ODF3,0.107799,Non-interacting,0.1109897
ODF3B,0.3580553,Non-interacting,1
ODF3L1,0.2686893,Non-interacting,0.1293698
ODF3L2,0.2054596,Non-interacting,0.5192614
ODF4,0.7373824,Non-interacting,0.001306087
ODR4,0.2709894,Non-interacting,1
OFCC1,3.03462,Non-interacting,5.76E-63
OFD1,0.5776969,Non-interacting,9.32E-06
OGDH,0.04163539,Non-interacting,1
OGDHL,0.05994831,Non-interacting,0.04259841
OGFOD1,0.2352653,Non-interacting,1
OGFOD2,0.1412222,Non-interacting,0.02148957
OGFOD3,0.1293428,Non-interacting,1
OGFR,0.3072381,Non-interacting,0.03850323
OGFRL1,0.3572395,Non-interacting,0.000276188
OGG1,0.3867492,Non-interacting,2.38E-05
OGN,0.2785101,Non-interacting,0.5710457
OGT,0.01343923,Interacting,0.2031286
OIP5,0.4861511,Non-interacting,0.2351414
OLA1,0.1470635,Non-interacting,0.9516407
OLFM1,0.05727079,Non-interacting,3.66E-06
OLFM2,0.0103871,Non-interacting,1
OLFM3,0.0365762,Non-interacting,0.06543101
OLFM4,0.4529413,Non-interacting,0.06928123
OLFML1,0.2145925,Non-interacting,0.0772387
OLFML2A,0.07381759,Non-interacting,0.07669195
OLFML2B,0.2304178,Non-interacting,1.07E-05
OLFML3,0.06595074,Non-interacting,1
OLIG1,0.03652222,Non-interacting,1
OLIG2,0.01874231,Non-interacting,1
OLIG3,0.02777941,Non-interacting,1
OLR1,0.538135,Interacting,0.2230627
OMA1,0.3675973,Non-interacting,0.2298929
OMD,0.3520119,Non-interacting,0.2994581
ONECUT1,0.1682976,Non-interacting,1
ONECUT2,0.1134064,Non-interacting,1.96E-05
ONECUT3,0.06806288,Non-interacting,0.01256054
OOEP,0.6928601,Interacting,0.01094889
OOSP2,0.6453529,Non-interacting,0.02335986
OPA1,0.06368693,Interacting,1
OPA3,0.3601564,Non-interacting,0.001383787
OPALIN,0.1965035,Non-interacting,1
OPCML,0.03627011,Interacting,1
OPHN1,0.08773279,Interacting,1
OPLAH,0.07445236,Non-interacting,1
OPN1LW,0.09823944,Non-interacting,0.05800435
OPN1MW,0.2090872,Non-interacting,0.1066082
OPN1SW,0.3412586,Non-interacting,0.000160132
OPN3,0.2599782,Non-interacting,0.6031909
OPN4,0.2045272,Non-interacting,0.2068986
OPN5,0.0962792,Non-interacting,1
OPRD1,0.03195522,Interacting,1
OPRK1,0.04616413,Non-interacting,0.04245731
OPRL1,0.03095565,Interacting,1
