gene,Pval corrected,Int?
QSOX1,0.306429998,Non-interacting
ERP27,0.306584268,Non-interacting
SALL1,0.306606219,Non-interacting
NCK2,0.306780937,Interacting
LRIF1,0.306866687,Interacting
DHX38,0.306946257,Non-interacting
CHST2,0.307117652,Non-interacting
PSMD5,0.307226328,Non-interacting
PRPF39,0.307363451,Non-interacting
FFAR2,0.307428089,Non-interacting
PER2,0.307652834,Non-interacting
FANCF,0.307913949,Non-interacting
RAD51C,0.30793908,Non-interacting
EME2,0.307998355,Non-interacting
UBA5,0.30817052,Non-interacting
RCC1L,0.308265703,Non-interacting
CAPN3,0.308733613,Non-interacting
SLC5A11,0.309037103,Non-interacting
SHISA5,0.309548889,Non-interacting
UBE4B,0.309706357,Interacting
RPS6KA5,0.310343655,Interacting
PRCC,0.310498454,Non-interacting
DERL1,0.311273901,Non-interacting
LAMC1,0.311726991,Non-interacting
FXR2,0.311908102,Interacting
ABHD4,0.311959772,Non-interacting
CABP7,0.311959772,Non-interacting
DNAJC12,0.311959772,Interacting
PKD1,0.311959772,Interacting
ZNF799,0.311959772,Non-interacting
RASAL3,0.312386843,Non-interacting
CHRNA2,0.312637367,Interacting
OPTC,0.312806315,Non-interacting
DBF4,0.313024003,Non-interacting
LARS,0.313024003,Interacting
SPATA25,0.313181925,Non-interacting
F2R,0.313375191,Interacting
EHBP1,0.313613768,Non-interacting
DLGAP2,0.313738069,Interacting
ERICH1-AS1,0.313738069,Non-interacting
OTOP1,0.314057203,Non-interacting
FANCI,0.314140011,Non-interacting
HSD17B13,0.314153024,Interacting
TACC1,0.314153024,Non-interacting
TACR2,0.314262973,Non-interacting
ABI3,0.314371566,Interacting
IPO11,0.314371566,Non-interacting
MRPS7,0.314371566,Non-interacting
WSCD1,0.314371566,Non-interacting
DNTTIP2,0.314645789,Non-interacting
C11orf86,0.314906502,Non-interacting
MYL5,0.314906502,Non-interacting
SEZ6L,0.315054906,Interacting
ANAPC2,0.315257803,Interacting
FKBP15,0.315705227,Interacting
MAP3K9,0.315716123,Interacting
ASPG,0.315755517,Interacting
KCNJ11,0.315974013,Non-interacting
T,0.315974013,Non-interacting
EIF4G1,0.31633372,Non-interacting
CAPS,0.316535305,Non-interacting
KIF3C,0.316683035,Non-interacting
PLEKHA5,0.31693897,Non-interacting
RIPK4,0.317020616,Interacting
SPOCK3,0.317224235,Non-interacting
NUDT9,0.317232175,Non-interacting
AHCYL2,0.31749781,Non-interacting
GSN,0.317738976,Non-interacting
SIX1,0.31795862,Interacting
RWDD3,0.318172103,Non-interacting
JAK3,0.318409447,Interacting
GPR22,0.318893616,Non-interacting
CETN3,0.319100543,Non-interacting
EPHA3,0.319365328,Interacting
OR5AU1,0.319365328,Interacting
RABEPK,0.319611561,Interacting
CBR1,0.319636267,Non-interacting
GPCPD1,0.319908991,Non-interacting
ANKRD1,0.319969716,Interacting
TRMT11,0.320187309,Non-interacting
WARS2,0.320252481,Non-interacting
BMF,0.320444276,Interacting
BACE1,0.32062855,Interacting
GRPEL1,0.32062855,Non-interacting
ACOT13,0.32071092,Interacting
LY6G6D,0.32071092,Non-interacting
MBOAT7,0.320865349,Non-interacting
GATA1,0.320887349,Non-interacting
CCDC77,0.320996825,Non-interacting
GDF2,0.320996825,Non-interacting
MAML3,0.321053677,Non-interacting
TMEM190,0.321054168,Non-interacting
WBSCR28,0.321054168,Non-interacting
WDR75,0.321116384,Non-interacting
F13A1,0.321122928,Non-interacting
TSPYL1,0.321122928,Non-interacting
ZNF284,0.321150481,Non-interacting
F2RL3,0.321439918,Non-interacting
ERFE,0.321560918,Non-interacting
ZBTB7C,0.321627047,Interacting
ADAMTS4,0.321719221,Non-interacting
WDR74,0.321941674,Non-interacting
OR10A2,0.322036469,Non-interacting
KLK11,0.322038896,Interacting
OR5B12,0.322038896,Interacting
PPP3CA,0.322038896,Interacting
B3GNT2,0.322148885,Non-interacting
RXFP3,0.322177774,Non-interacting
SLC26A2,0.322177774,Non-interacting
ITPKC,0.322193895,Non-interacting
EHD4,0.322207728,Non-interacting
MMRN2,0.322207728,Non-interacting
CDH24,0.322514749,Non-interacting
B3GNT4,0.322823432,Non-interacting
DDN,0.322823432,Non-interacting
PANK2,0.322823432,Non-interacting
UNC13C,0.323160888,Non-interacting
TFCP2L1,0.323272769,Non-interacting
NUP98,0.323306632,Non-interacting
HSPD1,0.323533402,Non-interacting
MRPL32,0.323785763,Non-interacting
POM121L12,0.323785763,Non-interacting
ZNF329,0.323785763,Interacting
LAMB1,0.324550646,Non-interacting
CEP68,0.324704518,Interacting
HIPK4,0.324716193,Interacting
TOMM34,0.324825006,Non-interacting
LRRIQ3,0.325038729,Non-interacting
VASH1,0.325038729,Non-interacting
IL22RA2,0.325106478,Interacting
TSFM,0.325106478,Non-interacting
ACO1,0.325216003,Non-interacting
GTPBP3,0.325216003,Non-interacting
HACD3,0.325287012,Non-interacting
PARM1,0.325287012,Non-interacting
KRT24,0.32562873,Non-interacting
B3GALT4,0.326008341,Non-interacting
CLEC12B,0.326191417,Interacting
FRMD7,0.326308528,Interacting
RNF207,0.326608787,Interacting
SEL1L3,0.326641147,Non-interacting
DTD1,0.326743846,Non-interacting
NPC1L1,0.326776847,Non-interacting
LOXL1,0.326813411,Non-interacting
ANAPC7,0.326974077,Non-interacting
FAM13C,0.327167395,Non-interacting
VPS37C,0.327167395,Non-interacting
CSK,0.32717253,Interacting
PTCHD4,0.32717253,Non-interacting
TMPRSS3,0.327232304,Non-interacting
TMPRSS4,0.327232304,Non-interacting
PRLHR,0.327236645,Non-interacting
OR9I1,0.327473978,Non-interacting
OR10A6,0.327524873,Non-interacting
TUSC3,0.327764098,Non-interacting
SYP,0.327886251,Non-interacting
MOAP1,0.328159855,Non-interacting
TSPAN2,0.328159855,Non-interacting
GPHB5,0.328193864,Non-interacting
MARVELD3,0.328193864,Non-interacting
SGMS2,0.328211195,Non-interacting
IL15,0.328334731,Interacting
IL13RA1,0.328398941,Non-interacting
PROS1,0.328398941,Non-interacting
CCT6B,0.328399539,Non-interacting
GPR182,0.32844353,Non-interacting
COL1A2,0.328445157,Non-interacting
PRIMPOL,0.328445157,Non-interacting
CLDN9,0.328516307,Non-interacting
CNPPD1,0.328516307,Interacting
NPEPL1,0.328516307,Non-interacting
METTL22,0.32862783,Non-interacting
GDF6,0.328816771,Non-interacting
STS,0.328816771,Non-interacting
MEPCE,0.328955757,Non-interacting
BCOR,0.329272484,Interacting
TCHP,0.329272484,Non-interacting
ABCC8,0.32928739,Interacting
IFT140,0.329312286,Non-interacting
USF2,0.329579672,Non-interacting
ANKRD53,0.329638045,Interacting
ACACB,0.329677419,Non-interacting
DIXDC1,0.329677419,Non-interacting
TNNI3K,0.329677419,Interacting
TTC23L,0.329677419,Non-interacting
FAHD2A,0.32985792,Non-interacting
OTOA,0.32985792,Non-interacting
LRCH1,0.330019552,Non-interacting
CLEC6A,0.330134342,Interacting
SPON2,0.330148207,Non-interacting
CCDC71,0.330219489,Non-interacting
DDIT3,0.330239101,Non-interacting
TPD52,0.330628624,Non-interacting
AKAP10,0.330811494,Non-interacting
RAD17,0.330898146,Non-interacting
MAP2K2,0.330992306,Interacting
PTPN18,0.331239278,Non-interacting
ZNF830,0.331445204,Non-interacting
CIB2,0.331935918,Non-interacting
HLCS,0.331935918,Non-interacting
RPL11,0.332018785,Non-interacting
EDA2R,0.332018845,Non-interacting
CCL26,0.332585465,Interacting
FA2H,0.332588293,Non-interacting
FAAH,0.332588293,Non-interacting
BDP1,0.332622557,Non-interacting
RRM1,0.333042551,Interacting
ACCS,0.333131804,Non-interacting
UCN2,0.333154474,Non-interacting
C9orf152,0.333308019,Non-interacting
WDR33,0.333420625,Non-interacting
RGS9BP,0.333649231,Interacting
ATG9B,0.334013884,Non-interacting
LRRC34,0.334013884,Non-interacting
GIP,0.334211373,Non-interacting
CYP26B1,0.33427992,Non-interacting
KLHL8,0.33427992,Interacting
ZBED6CL,0.33427992,Non-interacting
GGA3,0.334295544,Interacting
ARHGAP36,0.334319713,Non-interacting
ZNF140,0.334319713,Interacting
HORMAD1,0.33471977,Non-interacting
PYGM,0.334806371,Non-interacting
C12orf65,0.334896257,Non-interacting
OSBPL6,0.334960968,Non-interacting
GINS4,0.335045731,Interacting
EDRF1,0.335052181,Non-interacting
PRPF40B,0.335064142,Non-interacting
KRTAP20-1,0.335358956,Non-interacting
MAP4K2,0.335539279,Interacting
MOCS1,0.335727483,Non-interacting
ABL1,0.335845743,Interacting
CD93,0.335845743,Interacting
FAM185A,0.335845743,Non-interacting
MRPS18B,0.335845743,Non-interacting
RELN,0.335845743,Non-interacting
TTC39B,0.336160575,Non-interacting
MYO16,0.336173896,Interacting
SHPRH,0.336222216,Non-interacting
MYO1A,0.336286369,Non-interacting
C8orf76,0.336499936,Non-interacting
AMIGO3,0.336552147,Interacting
ATP13A5,0.336568296,Non-interacting
CMPK1,0.336568296,Non-interacting
IL11RA,0.336568296,Non-interacting
PROP1,0.336568296,Interacting
SRP54,0.336568296,Non-interacting
UFSP1,0.336568296,Non-interacting
C1QTNF1,0.336871696,Non-interacting
SMG6,0.337662271,Non-interacting
FAM98C,0.33771061,Non-interacting
FGGY,0.33771061,Non-interacting
IL22RA1,0.337724993,Non-interacting
COLGALT1,0.338193842,Non-interacting
ARRDC3,0.338294074,Non-interacting
LUZP1,0.338294074,Non-interacting
POP5,0.338294074,Non-interacting
TMEM259,0.338294074,Non-interacting
ANKRD6,0.338390011,Interacting
PDSS2,0.338561855,Non-interacting
TMEM242,0.33871719,Non-interacting
DXO,0.3390186,Interacting
CAND2,0.339048757,Non-interacting
CTSO,0.339048757,Non-interacting
DNMBP,0.339048757,Interacting
KIAA1644,0.339048757,Non-interacting
NDUFB5,0.339048757,Non-interacting
SPRN,0.339048757,Non-interacting
CCT2,0.339129977,Non-interacting
PIGT,0.339385392,Non-interacting
UQCC1,0.339411981,Non-interacting
MT-ND4,0.339412054,Non-interacting
RBM46,0.339715068,Non-interacting
NUAK2,0.340042304,Interacting
SLC25A16,0.340208492,Non-interacting
SH3YL1,0.34022548,Interacting
SREBF1,0.34022548,Non-interacting
PAK4,0.340601042,Interacting
ALDH2,0.340634101,Non-interacting
ZNF467,0.340634101,Non-interacting
PRODH,0.340709259,Non-interacting
MPPE1,0.340767988,Non-interacting
MLIP,0.340917691,Non-interacting
TMEM211,0.3410153,Non-interacting
INTS2,0.34101531,Non-interacting
MKLN1,0.34101531,Interacting
TMEM132A,0.34101531,Non-interacting
UPK3BL1,0.34101531,Non-interacting
PRCD,0.341080928,Non-interacting
NEBL,0.341122928,Interacting
FGD1,0.341635721,Non-interacting
MBD1,0.341904367,Non-interacting
ADAM11,0.342205129,Non-interacting
GARS,0.342205129,Non-interacting
SLC23A1,0.342205129,Non-interacting
SLC23A2,0.342205129,Non-interacting
GSG1L,0.342298218,Non-interacting
DRD1,0.342757501,Non-interacting
CDH18,0.34324104,Non-interacting
SNU13,0.34324104,Non-interacting
AARSD1,0.343244264,Non-interacting
MOB1B,0.343299399,Non-interacting
MRPS23,0.343740754,Non-interacting
PLIN1,0.343789695,Non-interacting
LRRC6,0.344049235,Interacting
ANO8,0.344218013,Non-interacting
FOCAD,0.34428757,Non-interacting
MCCC1,0.344832413,Non-interacting
MRPL41,0.344837362,Non-interacting
RD3L,0.345096124,Non-interacting
MOB4,0.345123801,Non-interacting
TSPAN10,0.345123801,Non-interacting
CYFIP1,0.345148305,Interacting
NDUFA6,0.345226245,Non-interacting
RTBDN,0.345226245,Non-interacting
ZIC1,0.345420075,Non-interacting
MAPK13,0.345463892,Interacting
NIPAL1,0.345473312,Non-interacting
EMSY,0.345757972,Non-interacting
PFKP,0.345904621,Non-interacting
CPSF2,0.346057754,Non-interacting
TIE1,0.346327415,Interacting
CCDC88C,0.346422371,Non-interacting
DLL3,0.346422371,Non-interacting
RAB36,0.346422371,Interacting
SLC39A2,0.346422371,Non-interacting
TMEM50A,0.34671243,Non-interacting
SLC8A2,0.347003273,Non-interacting
OVOL2,0.34733401,Non-interacting
RIBC2,0.347483911,Non-interacting
CLEC3A,0.34765328,Interacting
SLC34A3,0.34765328,Non-interacting
C15orf39,0.348286424,Non-interacting
DEFB129,0.348593721,Non-interacting
ACVR1,0.34884276,Interacting
ANAPC13,0.34884276,Non-interacting
HAVCR2,0.349708754,Interacting
ZNF518A,0.349708754,Interacting
PANX3,0.350122797,Non-interacting
PLK2,0.350139322,Interacting
NDUFA10,0.350286626,Non-interacting
CAVIN4,0.350380107,Non-interacting
ARHGAP5,0.350413933,Non-interacting
NTF4,0.350434525,Non-interacting
EGFL6,0.350931991,Non-interacting
AGER,0.351040712,Interacting
SLC38A7,0.351146584,Non-interacting
SAMD5,0.351227076,Non-interacting
ANKS4B,0.351264795,Interacting
APOA2,0.351264795,Non-interacting
CARHSP1,0.351264795,Non-interacting
CLN6,0.351264795,Non-interacting
CTBS,0.351264795,Non-interacting
SSH1,0.351623378,Interacting
FOLR1,0.351742268,Non-interacting
TRIM26,0.351742268,Interacting
CHRNB3,0.351988509,Interacting
ITFG2,0.351988509,Non-interacting
OR2A5,0.351988509,Interacting
MAN1A1,0.352299525,Non-interacting
CXCR4,0.352347044,Non-interacting
DAPL1,0.352752411,Non-interacting
ADIPOQ,0.35288914,Non-interacting
DYDC2,0.353187986,Non-interacting
HM13,0.353187986,Non-interacting
HES7,0.35324766,Non-interacting
C9orf92,0.353353777,Non-interacting
KRBOX4,0.353353777,Non-interacting
KIT,0.35352184,Interacting
RETN,0.353780998,Non-interacting
ARID3C,0.354070019,Non-interacting
PAM,0.354070019,Non-interacting
ZC3HC1,0.354070019,Non-interacting
ZW10,0.354070019,Non-interacting
MYCBP2,0.354169848,Non-interacting
LEPROTL1,0.354426315,Non-interacting
S100A7L2,0.354756068,Non-interacting
SC5D,0.354756807,Non-interacting
SMC4,0.354756807,Non-interacting
TEKT1,0.354756807,Non-interacting
UBE2V1,0.354756807,Interacting
ZSWIM2,0.354756807,Non-interacting
LCE3C,0.355104982,Non-interacting
SEC14L1,0.355722706,Non-interacting
STX6,0.355824093,Interacting
ANKRD66,0.355905842,Interacting
PDS5B,0.356030442,Non-interacting
POLR3B,0.356104598,Interacting
RTTN,0.356340706,Non-interacting
TSC22D4,0.356454638,Non-interacting
MDGA2,0.357020728,Non-interacting
FGL2,0.357610162,Non-interacting
RIPOR1,0.357610162,Non-interacting
TMEM45B,0.357720401,Non-interacting
ENGASE,0.357770798,Non-interacting
MRPL27,0.357770798,Non-interacting
BRIP1,0.358356581,Non-interacting
CRACR2A,0.358356581,Non-interacting
CRMP1,0.358481905,Non-interacting
CCDC13,0.358712783,Non-interacting
CYB5R2,0.358967892,Non-interacting
GUCA2B,0.359265081,Non-interacting
KCNN4,0.359265081,Non-interacting
EXOC3L4,0.35933065,Non-interacting
BRAF,0.359857369,Interacting
PRR35,0.359938008,Non-interacting
ZC3H3,0.359938008,Non-interacting
CLEC3B,0.360108697,Interacting
TRMT2B,0.360346346,Non-interacting
ZNF543,0.360397316,Non-interacting
MYCT1,0.360439253,Non-interacting
FFAR3,0.360593027,Non-interacting
CSAD,0.360722952,Non-interacting
DRC1,0.360722952,Non-interacting
APOLD1,0.36089507,Non-interacting
CLVS2,0.36089507,Non-interacting
DUSP21,0.360942468,Interacting
GSK3B,0.360942468,Interacting
CCDC126,0.361044758,Non-interacting
SERPINE3,0.361221428,Interacting
A4GALT,0.361481236,Non-interacting
SMN1,0.361645788,Interacting
ADCYAP1R1,0.362420099,Non-interacting
SLC18B1,0.362468312,Non-interacting
ABHD16B,0.36273015,Non-interacting
FIGNL1,0.362733741,Interacting
NOTO,0.362766837,Non-interacting
OXT,0.362766837,Non-interacting
HIPK1,0.363003764,Interacting
NRAP,0.363003764,Non-interacting
NDST2,0.36316339,Non-interacting
NELL1,0.363252543,Non-interacting
EIF3J,0.3634349,Non-interacting
INSM2,0.3634349,Non-interacting
RPLP0,0.3634349,Non-interacting
LHFPL4,0.363443733,Non-interacting
KRT76,0.363534327,Non-interacting
PLA2G3,0.363534327,Non-interacting
KLLN,0.364546542,Non-interacting
AXL,0.364624063,Interacting
GALK1,0.364699851,Non-interacting
HOMEZ,0.364868034,Interacting
P4HTM,0.364868034,Non-interacting
KRTAP13-4,0.365040989,Non-interacting
TMEM132C,0.365216031,Non-interacting
FADS1,0.365488852,Non-interacting
FBXL2,0.365488852,Non-interacting
KLHL35,0.365596446,Interacting
MRGPRE,0.365596446,Non-interacting
AKAP8L,0.365759327,Non-interacting
CHI3L2,0.366075131,Non-interacting
TBC1D10C,0.366075131,Non-interacting
LRRC74B,0.366186011,Non-interacting
TRABD,0.366343167,Non-interacting
MXD4,0.366353342,Non-interacting
WNT6,0.366353342,Non-interacting
SLC35E2B,0.366492756,Non-interacting
TBC1D15,0.366492756,Non-interacting
BMX,0.366594564,Interacting
ZNF565,0.366594564,Interacting
MIOS,0.366821642,Non-interacting
RGN,0.367265007,Non-interacting
SPRED2,0.367364478,Non-interacting
KAT6B,0.367608397,Non-interacting
STAG1,0.367837759,Non-interacting
NUBP2,0.367900465,Non-interacting
KIF18A,0.36802045,Non-interacting
CREB3L2,0.368041369,Non-interacting
ZNF235,0.368382546,Non-interacting
BAZ1A,0.368434482,Interacting
SMOC1,0.368434482,Non-interacting
PIGU,0.36862178,Non-interacting
UGDH,0.368644302,Non-interacting
CADM4,0.368730867,Interacting
ART4,0.368996976,Non-interacting
KCNK12,0.369081764,Non-interacting
LRRC72,0.369842698,Non-interacting
CSF2RA,0.37000048,Non-interacting
EID2B,0.37000048,Non-interacting
PSCA,0.370624357,Non-interacting
ZNF780B,0.370624357,Non-interacting
INSL5,0.370754412,Non-interacting
SERGEF,0.370754412,Non-interacting
CD5L,0.370902009,Non-interacting
FSTL5,0.370902009,Non-interacting
NRP1,0.370902009,Interacting
PPP1R3F,0.370902009,Non-interacting
WFDC2,0.370902009,Non-interacting
OAZ3,0.370985786,Non-interacting
PCDHB4,0.370985786,Non-interacting
ALG6,0.371268591,Non-interacting
SPINK2,0.371387674,Non-interacting
MRPS2,0.371518182,Non-interacting
EGFR,0.372040987,Interacting
C20orf85,0.372361458,Non-interacting
EPC1,0.372532926,Non-interacting
C3orf56,0.372625053,Non-interacting
PLEKHG6,0.372625053,Non-interacting
SLC51A,0.372707779,Non-interacting
TMEM52,0.372740449,Non-interacting
DBH,0.372750639,Non-interacting
AARD,0.372904951,Non-interacting
PTGIR,0.372937578,Non-interacting
FOXC1,0.373092455,Interacting
GATA4,0.373754133,Non-interacting
REC114,0.373754133,Non-interacting
CALCR,0.37395267,Non-interacting
FADS6,0.373957385,Non-interacting
CNNM3,0.374057422,Non-interacting
PIP4K2A,0.374057422,Non-interacting
IGFN1,0.374107842,Interacting
PIH1D3,0.374241849,Non-interacting
PKD2L1,0.374522044,Interacting
IQGAP3,0.375036599,Non-interacting
RNF166,0.375136569,Interacting
FAM171B,0.376053639,Non-interacting
HPSE,0.376111983,Non-interacting
SAV1,0.377075391,Non-interacting
RRP7A,0.377228298,Non-interacting
CAP1,0.377306324,Non-interacting
TEKT3,0.377847456,Non-interacting
PTDSS2,0.378079553,Non-interacting
SLC22A2,0.378079553,Non-interacting
LZIC,0.378142202,Non-interacting
IL19,0.378404745,Non-interacting
PPM1F,0.378404745,Non-interacting
ARHGEF40,0.378509233,Non-interacting
ENTPD2,0.378509233,Non-interacting
SUGP2,0.378509233,Non-interacting
ACTR3,0.37855108,Non-interacting
ACAP3,0.378877661,Interacting
GJB4,0.379228633,Non-interacting
SLC8A3,0.379311509,Non-interacting
ZNF2,0.379313764,Non-interacting
RNF10,0.379404622,Interacting
ATP6V0A4,0.379430909,Non-interacting
CD276,0.379545035,Interacting
SLC39A10,0.379545035,Non-interacting
ACOT8,0.379636007,Non-interacting
ADGRF1,0.379636007,Non-interacting
ZBTB17,0.379636007,Interacting
RTL8A,0.37972378,Non-interacting
LYPD6B,0.379743253,Non-interacting
NUMB,0.379809495,Non-interacting
RNF26,0.380025079,Interacting
GUCA1B,0.380549603,Non-interacting
OSBPL7,0.380957093,Non-interacting
AUH,0.381142523,Non-interacting
RYR1,0.38115378,Non-interacting
THAP4,0.381471965,Non-interacting
ABCD2,0.381656218,Interacting
TECPR1,0.381656218,Non-interacting
